platform,original_link,post_time,title,view_count,like_count,price,images,description,category,status,seller_location,expiration_date,market_price,capacity,parking,options,check_in_out_time,shipping_fee,transaction_location,transaction_method
당근마켓,https://www.daangn.com/articles/840929928,2024-10-02 10:54:31,전주 한옥호텔 왕의지밀 정1품 스위트룸 숙박권,205,2,"250,000원","https://img.kr.gcp-karroter.net/origin/article/202410/58d7792a58fadab40dda406094b8c8d51431419f5c6017ce469d792cb9bb3ec6.jpg?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/be30fd5198f41ab8f568c63473162ebb37b6b630946d602943ef829ffb970683.jpg?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/60061405653481b5184a19070aae15ef5812496fefed6455651b88fb9ef08920.jpg?f=webp&q=95&s=1440x1440&t=inside","1박 44만원짜리 스위트룸 숙박권입니다
10/12일 포함, 12일 이전에 방문해야하며 
이번주 토 5일은 예약 마감이에요.
본 티켓 소지하셔야해서
직접 거래해야해요.
못가게되서 판매 합니다ㅠㅜ",티켓/교환권,판매중,시흥시 배곧동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840924819,2024-10-02 10:54:31,호텔 대형 바스타올,49,1,"15,000원","https://img.kr.gcp-karroter.net/origin/article/202410/4a4aa6d8f91ad866827292ecd31790671c23930866676b1266114d582f3dfecb_0.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/4a4aa6d8f91ad866827292ecd31790671c23930866676b1266114d582f3dfecb_1.webp?f=webp&q=95&s=1440x1440&t=inside","어제 행사에서 받은 대형 바스타올입니다
130*70 부드럽고 도톰해요
필요하신분 연락주세요",생활/주방,판매중,안양시 동안구 부림동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840924552,2024-10-02 10:54:31,호텔 뮤제오팔아요(10월21일 1박),221,5,"60,000원",https://img.kr.gcp-karroter.net/origin/article/202410/efc505d91978cc2e6113d71d94334d26614a4f268541abdbc9e83ab11b767e9f.jpg?f=webp&q=95&s=1440x1440&t=inside,"네이버 최저가(8만원대)보다 저렴하게 내놔요
사정이 생겨 숙박이 안될 것같아 올립니다.
연락주세요.",티켓/교환권,판매중,청주시 상당구 용암동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840924201,2024-10-02 10:54:31,장한평역 근처 골든시티호텔 숙박권,66,1,"60,000원",https://img.kr.gcp-karroter.net/origin/article/202410/9507504ddd35cb6e4b7d16e33502a6a5c0efd7c4a2045a0437a316cde82990d1_0.webp?f=webp&q=95&s=1440x1440&t=inside,"장한평역 근처 골든시티호텔 패밀리트윈 1박 숙박권 판매합니다.
금일 3시 입실이구요. 
아내가 몸이 좋지않아 갈 수가 없어 부득이하게 판매합니다.
입금확인 후 정보 및 내역 다 제공해드릴 예정입니다.",티켓/교환권,판매중,고양시 일산서구 주엽동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840923831,2024-10-02 10:54:31,해운대 블루스토리 호텔 양도(3일 체크인 4일 체크 아웃),82,0,"120,000원","https://img.kr.gcp-karroter.net/origin/article/202410/574f389cf7173f532687aa292edd49d378bf5520d9d82d7a6593b51589e2a14b_0.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/3e2c2ce6444e9239df6e05730c8bc35b721f68d87045566a8753f13171fb7bd1_0.webp?f=webp&q=95&s=1440x1440&t=inside","해운대 블루스토리 호텔 3일 체크인 1박 일정 양도 합니다
국제영화제 시즌이라 방이 비쌉니다
17만원 주고 예약한 방인데 12만원에 양도 합니다 
약간의 네고도 가능 합니다 연락주세요",티켓/교환권,판매중,동래구 온천동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840920673,2024-10-02 10:54:31,캘리코튼 먼지없는 호텔 수건 40수,58,2,"120,000원",https://img.kr.gcp-karroter.net/origin/article/202410/e06e18b09e1946659ef18bfc7ea934fc1319df37f65c3e386f6bc365d4dcaa42.jpg?f=webp&q=95&s=1440x1440&t=inside,"추석연휴 선물용구입하고 남은 새제품 판매
10장 12만원
5장 6만5천원 팔아요
베이지 색상
캘리코튼
호텔수건",생활/주방,판매중,제주시 한림읍,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840920469,2024-10-02 10:54:31,신라호텔 뷔페 더 파크뷰 2인 식사권,143,8,"320,000원",https://img.kr.gcp-karroter.net/origin/article/202410/558389207edc8561142c10de6228f9d4d2f41363bf70e38c0ad3a06545d7784c.jpg?f=webp&q=95&s=1440x1440&t=inside,"현대카드 M몰에서 발행한 신라호텔 더 파크뷰 2인 식사권입니다.
모바일 상품권 형식이고, 2024년 11월 29일까지 사용가능합니다. 사용하지 않게 되어 판매합니다.",티켓/교환권,판매중,성동구 금호동4가,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840919555,2024-10-02 10:54:31,코엑스 글래드호텔 숙박권,49,2,"120,000원",https://img.kr.gcp-karroter.net/origin/article/202410/ba81aa43e37602a71251341d1bb48e3a905349964efda0a9d575b0b2c0d32125.jpg?f=webp&q=95&s=1440x1440&t=inside,"오늘 코엑스 글래드호텔 숙박권 팝니다.
제가 오늘 갈 예정이었는데 급하게 취소되서 팔아요ㅠㅠ 24만원에 예약했는데 반값에 넘깁니다",티켓/교환권,판매중,고양시 덕양구 화정1동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840918877,2024-10-02 10:54:31,코모도호텔 경주/부산 숙박권 판매,122,4,"100,000원",https://img.kr.gcp-karroter.net/origin/article/202410/43fbfd36019fa1ebc789f0e58af17adf7490ac50d47db796b3c8167fffc4264c_0.webp?f=webp&q=95&s=1440x1440&t=inside,"- 제외기간 외에 주중/주말 모두 예약하여 사용가능
- 2인 조식 포함
- 경주, 부산 모두 사용가능
자세한 내용은 첨부사진 확인 바랍니다.",티켓/교환권,판매중,경주시 선도동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840917475,2024-10-02 10:54:31,힐튼 호텔 이불 팔아요,242,11,"58,000원","https://img.kr.gcp-karroter.net/origin/article/202410/23cfb909617744a0cab11b19fb645e91050677da74ef41fad31524ed0f743176_0.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/3d532bb56519b7729116fcfdb1de20850ea5b9d76edf76237b2b9db0610562e1_1.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/15f1d7540063c24fd52bbd06a00085cf3ce089346e4b3b0f693604824814a629_2.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/db7beb916eee5d627234494d00e104b095a1f8b9437c7658ed7296218bf52605_0.webp?f=webp&q=95&s=1440x1440&t=inside","2x 2.3m 프리미엄웰론 들어가구요
폭신하고 좋아요
겉에 커버를 하나더 씌우면 사용하기 좋아요
새거에요",생활/주방,판매중,원주시 무실동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840912908,2024-10-02 10:54:31,고려청자(경주 현대호텔),48,0,"45,000원","https://img.kr.gcp-karroter.net/origin/article/202410/c7670e3042901b3f6d658bea949eed13e6a193a92c5ff0b36190763f820bd69d_0.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/c14accb8be5347ea2d8ff22c10144403f810954af4b19e6f3d4bb2b8d2cfe95b_1.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/93c368ad505ff7f273c59898ce94da8974268b62f3b5d766f37d3553fa714f7f_2.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/0719b211a3783f2bfe3a587aac98aa5914cdf9e96784fb9d0f51ae2e37d7a0e6_3.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/c86ed9a02c2cf0185f59f337eb37bb898165ad8d8bf91eda90a00b8ef54bc70d_4.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/362d341322290430620061509f0c1771a56eb241292f753fdf99c9340978aab6_5.webp?f=webp&q=95&s=1440x1440&t=inside","고려청자(경주 현대호텔 모양) 장식용 제품이며,
지금은 구할수 없는 제품 입니다",가구/인테리어,판매중,강서구 방화제3동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840912334,2024-10-02 10:54:31,"[삽니다] 급처 필요한 호텔 숙박권, 항공권, 공연 티켓, 식음료 상품권 등",25,0,1원,,"유효기간 아주 임박한 상품
싼 가격으로 급하게 처리 원하시는 분만
물건(상품권 등)과 가격 제시해주세요",티켓/교환권,판매중,서초구 반포3동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840908521,2024-10-02 10:54:31,"제주 해비치 호텔 바우처 슈페리어 1박, 2인조식, 식음업장/골프 4인그린피 호환 가능",32,2,"400,000원","https://img.kr.gcp-karroter.net/origin/article/202410/10e245b50cfd26261b54be45b5e3f3ba5d0ccebce7c94ab4388bd64561f165d3_0.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/7e4c15a14a1b798bf404c5afd804c14fd5f4062181a4df523a7fe2ad87feb904_1.webp?f=webp&q=95&s=1440x1440&t=inside","제주 해비치 호텔 바우처 슈페리어 1박, 2인조식, 식음업장/골프 4인그린피 호환 가능  유효기간: 2025년 1월 22일
 목동현대 41타워 및 성산동 직거래",티켓/교환권,판매중,양천구 목1동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840908223,2024-10-02 10:54:31,대중소 호텔식흰색타올,22,1,"20,000원","https://img.kr.gcp-karroter.net/origin/article/202410/772c173cd05942e78d1d9817ad2a10bdf6a749734049cd44a2e0d040e3467300_0.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/45bf3cbd17d90d68d786e189724db2f85e5ee20674fdc70daabb768344a32be2_1.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/45bf3cbd17d90d68d786e189724db2f85e5ee20674fdc70daabb768344a32be2_2.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/45bf3cbd17d90d68d786e189724db2f85e5ee20674fdc70daabb768344a32be2_3.webp?f=webp&q=95&s=1440x1440&t=inside",미사용 화이트 새것입니다 대형 100×180  (2장)20000원   중형 70×140 (3장)20000원  소형 28×28 (30장)10000원,가공식품,판매중,강남구 대치1동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840907870,2024-10-02 10:54:31,10/2-10/3 더블트리 바이 힐튼 서울 판교 호텔 킹 게스트룸,138,9,"160,000원",https://img.kr.gcp-karroter.net/origin/article/202410/b1cee463d7a4ba9be23003bb7db1cde6fcfecd5ab8793c934edec1f22b036807.jpg?f=webp&q=95&s=1440x1440&t=inside,"5성급 호텔 오늘 숙박입니다! 10/2-10/3
현재 여기어때 야놀자 상으로 23만원인데 저렴히 올려요!
2시까지는 연락주셔야합니다.",티켓/교환권,판매중,서대문구 신촌동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840906973,2024-10-02 10:54:31,신라호텔 파크뷰 뷔페 2장,81,3,"340,000원",https://img.kr.gcp-karroter.net/origin/article/202410/ed705143da6d2cc10189b2411d726db4a275f27b65183bed010c314449582a05_0.webp?f=webp&q=95&s=1440x1440&t=inside,"신라호텔 뷔페권 2장
발행일 24년 7월12일 입니다.",티켓/교환권,판매중,강남구 역삼2동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840906383,2024-10-02 09:54:31,10/2-10/3 더블트리 바이 힐튼 서울 판교 호텔 킹 게스트룸,202,5,"160,000원",https://img.kr.gcp-karroter.net/origin/article/202410/7a261301dbb6749c67d032ac0c531220d5b7ff1f4ab86515b1b37efca227033b.jpg?f=webp&q=95&s=1440x1440&t=inside,"5성급 호텔 오늘 숙박입니다! 10/2-10/3 입니다.
저렴하게 올려요!! 야놀자랑 여기어때에서 23만원이네요
오늘 2시까지는 연락주셔야 합니다.",티켓/교환권,판매중,강남구 삼성1동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840905587,2024-10-02 09:54:31,경주 호텔 숙박권판매해요,101,0,"200,000원",https://img.kr.gcp-karroter.net/origin/article/202410/9de8d2185ce570b378ef13af566d077e10502aecd2427beaf73d709eb41557cf_0.webp?f=webp&q=95&s=1440x1440&t=inside,"10.3~4일 호텔권 
힘들게 예약했는데 일이 생겨서 판매해요",티켓/교환권,판매중,사천시 대방동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840903311,2024-10-02 09:54:31,온양제일온천호텔 10/2 숙박 양도합니다,142,1,"90,000원",https://img.kr.gcp-karroter.net/origin/article/202410/845387c127e0d03c41e88b67e0612115f51dfb9801059cc784f25d4f6931a791_0.webp?f=webp&q=95&s=1440x1440&t=inside,"사정상 못가게돼서
바우처 양도합니다.
성인2인기준 조식 불포함입니다.",티켓/교환권,판매중,천안시 서북구 성성동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840902628,2024-10-02 09:54:31,(새상품)(대접시) 원형+사각+호텔웨어 원형 접시 (총 5장),23,0,"20,000원","https://img.kr.gcp-karroter.net/origin/article/202410/7980830837e062d157728f0f64171bef6099074bb20ffef941eab1d94bb2a3ff_0.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/7980830837e062d157728f0f64171bef6099074bb20ffef941eab1d94bb2a3ff_1.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/7980830837e062d157728f0f64171bef6099074bb20ffef941eab1d94bb2a3ff_2.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/7980830837e062d157728f0f64171bef6099074bb20ffef941eab1d94bb2a3ff_3.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/7980830837e062d157728f0f64171bef6099074bb20ffef941eab1d94bb2a3ff_4.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/7980830837e062d157728f0f64171bef6099074bb20ffef941eab1d94bb2a3ff_5.webp?f=webp&q=95&s=1440x1440&t=inside","원형 대접시(새상품)는 다크 브라운 (어두운 갈색) 정도 입니다
사각 대접시(새상품)는 사진과 같은 색상입니다
호텔웨어 스타일의 원형 접시 3장 입니다
핸드메이드 제품이며 모든 핸드메이드 그릇 특성상 제품마다 조금씩 차이가 있습니다 
모양이 사진과 같이 평평하지 않아서 살짝 국물 있거나 물 생기는 음식도 담을수 있어서 활용도가 많습니다
제품 상태는 사진과 같고 깨끗하고 좋습니다
원형 대접시 사이즈는 길이 30cm 정도 / 높이 4cm정도 입니다 
사각 대접시 사이즈는 가로 28cm 정도 / 세로 28cm 정도 / 대각선 39cm 정도 / 높이 3cm정도 입니다
원형 접시는 길이 가로 21cm 정도 / 높이 4cm정도 이며 입니다
원형 접시는 약 5회정도 사용한 제품 입니다
혹시 모르니 예민한 분은 피해 주세요
대접시는 1장당  25,000원에 구매했었던 제품 입니다
일괄 판매이며 가격흥정은 하지 않습니다
직거래 성동구 금호동 5호선 신금호역 근처 입니다
직접 제품 확인후 구매하시고 구매후 교환이나 환불은 불가입니다",생활/주방,판매중,성동구 금호2.3가동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840896375,2024-10-02 09:54:31,웨스틴 조선호텔 아리아 뷔페 식사권 2매,86,6,"290,000원",https://img.kr.gcp-karroter.net/origin/article/202410/f32b327a825d1c28722ba16d9047a15501b45df329ceebc540e5b024188bb5f7_0.webp?f=webp&q=95&s=1440x1440&t=inside,"웨스틴 조선호텔 아리아 
런치 or  디너 뷔페 식사권 2장 
주말가능
유효기간 24년 10월 31일까지",티켓/교환권,판매중,송파구 잠실동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840896223,2024-10-02 09:54:31,"[무료배송] 속초 아이파크 스위트 호텔, 음료쿠폰 4매",50,1,"15,000원","https://img.kr.gcp-karroter.net/origin/article/202410/3873f0efed40b7c15451ea0816a1a58b9ac2c6316406fa95957743a8e438a183_0.webp?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/40436dbdc7daf1dff22db39332f3f39fe50e5ae089c9571638a7b858271e66b5_0.webp?f=webp&q=95&s=1440x1440&t=inside","속초 아이파크 스위트 호텔, 음료쿠폰 4매
직거래 불가, 편의점 택배 무료배송해드립니다
추가금액없이 커피 (스타벅스 원두) 및 음료 4잔 가능하고
유효기간 따로 없고, 분할해서 사용 가능합니다
6F 카페테리아 내부 분위기랑 전망도 좋아요
속초 동명항 입구에 있고, 인근에 영금정, 영랑호 등등 있어요
2분 거리에 무료주차장있고
호텔 주차장은 유료라고 써놨으나 차단기 항시 개방 되어있었어요.",티켓/교환권,판매중,용인시 기흥구 영덕2동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840895298,2024-10-02 09:54:31,"관광통역안내사 , 국내여행안내사 , 호텔서비스사 (현대반역통역어학원 교재)",7,2,"20,000원",https://img.kr.gcp-karroter.net/origin/article/202410/30ebb7a08ca67cc7895958cdbbd1989b4044502eb9725327c1e97db73cc76316_0.webp?f=webp&q=95&s=1440x1440&t=inside,관광국사 50페이지까지 강의들으며 빨간색으로 필기한거 이외에는 모두 새책입니다.,도서,판매중,구로구 신도림동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840893274,2024-10-02 09:54:31,대전 라움호텔 2~3 1박 방2개판매,27,0,"40,000원",,"대전 중리동 라움호텔 당일 숙박권 판매합니다
방은 2개이고 침대2대씩있습니다 컴터2개인방도 1개있고여 방2개다 트럭스트원입니다",티켓/교환권,판매중,대덕구 중리동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840892673,2024-10-02 09:54:31,"호텔 이불솜Q, 이불커버Q (스노우) 이불 퀸",118,3,"20,000원","https://img.kr.gcp-karroter.net/origin/article/202410/d32d93756904d4d2f6920af6f8b5227b36dbf795a5cc8c4372032d12a9549bf0.jpg?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/2b6148e1c6c829d333bcb00d7d856ee00381cb899dc5609b4c31bd91dcda34a9.jpg?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/2d59bb3659c0d2e6b30fd2b6799ec43c5e6b175d4874ad0e880cb46fd85e8ea1.jpg?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/9eb8e1659f65b915d2576236ceed1298b6a959b6ae13c0e830d70904a261cba1.jpg?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/51c8743cbd873ef4755756e137a20ddb0a0f5abbc477024e9df6d7cd0684af14.jpg?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/470f648fe2105a6d75cae30da458b757e0e7539777e7cee4eba98ee7df8a2839.jpg?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/b5bdf9cf5c31b984fc405ce78f965b892575bfe25686d8897f7e8724980a333a.jpg?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/6788e5a86c0c18b20c9ef61a7af8b5512010b70ddab60aae337acac6fc8ccf27.jpg?f=webp&q=95&s=1440x1440&t=inside","*호텔 이불 솜, 이불 커버
+국내생산 
~순면 100퍼 
*스노우 컬러 (따뜻한 하얀색)
++사진에서 보시는 바와 같이 
눈에 띄는 이염 없습니다. 
**바스락거리고 보드랍고 좋아요. 호텔느낌
   인테리어 효과 짱
솜, 커버 각각 1만원
두개 합쳐서 2만원.",가구/인테리어,판매중,동래구 사직동,,,,,,,,,
당근마켓,https://www.daangn.com/articles/840889069,2024-10-02 09:54:31,"강남,역삼 브라운도트호텔 (10.2-10.3 오늘)",41,0,"80,000원","https://img.kr.gcp-karroter.net/origin/article/202410/7695873c4bc093f05ef4a8a289278bca4d0196364a073bc05672ff70cf9c5182.jpg?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/45fcea58c104a70f5ce720ec087cd187585611936bec98c8cf48a3c54adc0688.jpg?f=webp&q=95&s=1440x1440&t=inside, https://img.kr.gcp-karroter.net/origin/article/202410/f0814ae9cffc38b9b9a20c9709eb698584355ade08db71181807832d87c0b2d0.jpg?f=webp&q=95&s=1440x1440&t=inside","금일 10.2-3 역삼 브라운도트호텔 숙박 양도합니다
도보특가 12만원에 예약했고 8만원에 판매합니다
오늘 5시체크인 내일 12시 체크아웃입니다
관심있는분 연락주세요",티켓/교환권,판매중,영등포구 당산동,,,,,,,,,
