,platform,original_link,post_time,title,view_count,like_count,price,images,description,category,status,seller_location,city_goo,citydong,description_1,expiration_stdate,expiration_endate,room_type,head_count,shipping_fee,transaction_method,market_price,options,parking,check_in_time,check_out_time,stay_type,foreignn,event,advertise
1000,중고나라,https://web.joongna.com/product/184707447,2024-10-10 11:31:55.967,파지티브호텔 프리미엄 선릉 요가의 체험권,9,1,120000,https://img2.joongna.com/cafe-article-data/live/2024/09/12/1076331055/1726107199281_000_iVz5G_main.jpeg?impolicy=resizeWatermark3&isSecret=false,파지티브호텔 선릉 요가의 4회 체험권 입니다 도산점과 선릉점은 국내 최초로 요가 센터와 웰니스 키친이 결합된 공간이니 좋은 먹거리도 함께 경험해보시길 바랍니다.,여행/숙박이용권,판매중,,,,"제목 : 파지티브호텔 프리미엄 선릉 요가의 체험권, 상품 게시 시간 : 2024-10-10 11:31:55.967, 상세 설명 : 파지티브호텔 선릉 요가의 4회 체험권 입니다 도산점과 선릉점은 국내 최초로 요가 센터와 웰니스 키친이 결합된 공간이니 좋은 먹거리도 함께 경험해보시길 바랍니다.",2024-10-10,2049-04-13,,2.0,0.0,택배거래,,"부산 웨스턴조선 호텔 '까밀리아' 뷔페, 부산 농심호텔 '리스또란떼' 뷔페, 부산 롯데호텔 '라세느'뷔페, 울산 호텔현대 바이 라한 ‘더 플레이트’ 뷔페, 창원 그랜드머큐어 앰배서더 ‘블루핀’ 뷔페, 거제 삼성호텔 ‘모닝 아일랜드 뷔페' 또는 'QB라운지’",False,,,호텔,국내,,False
1001,중고나라,https://web.joongna.com/product/184704336,2024-10-10 11:31:55.967,대명 양양 쏠비치 호텔 9월16일10월3.4.5일,8,0,280000,https://img2.joongna.com/cafe-article-data/live/2024/09/12/1076327495/1726105851690_000_fnxrw_main.jpg?impolicy=resizeWatermark3&isSecret=false,9월16일 패밀리 트윈 28만원 실버스위트 오션스위트 양실 바다 58만원 10월3일 스위트 이그제네티브 패밀리 트윈 29만원 10월3.4.5일 실버스위트 오션스위트 양실 바다 48만원 010.7720.5765,여행/숙박이용권,판매중,,,,"제목 : 대명 양양 쏠비치 호텔 9월16일10월3.4.5일, 상품 게시 시간 : 2024-10-10 11:31:55.967, 상세 설명 : 9월16일 패밀리 트윈 28만원 실버스위트 오션스위트 양실 바다 58만원 10월3일 스위트 이그제네티브 패밀리 트윈 29만원 10월3.4.5일 실버스위트 오션스위트 양실 바다 48만원 010.7720.5765",2024-09-16,2024-10-05,"패밀리 트윈, 실버스위트, 오션스위트, 양실",,0.0,기타,,"스위트, 이그제네티브",False,,,호텔,국내,,False
1002,중고나라,https://web.joongna.com/product/184699738,2024-10-10 11:31:55.968,프랑스 파리 에펠탑 인근 호텔 양도합니다.(9/12~16) = 4박 60만원,12,0,600000,"/cafe-article-data/live/2024/09/12/1076322253/1726103985873_000_tcvwW_main.jpg?impolicy=DoubleWtmk&ftext={0}, /cafe-article-data/live/2024/09/12/1076322253/1726103985873_001_TCYY1.jpg?impolicy=DoubleWtmk&ftext={0}",지인이랑 같이 묵을 것 같아 양도합니다. 12시까지 연락이 없으시면 제가 쓰려고합니다^^ 연락주시면 감사하겠습니다!^^,여행/숙박이용권,판매중,,,,"제목 : 프랑스 파리 에펠탑 인근 호텔 양도합니다.(9/12~16) = 4박 60만원, 상품 게시 시간 : 2024-10-10 11:31:55.968, 상세 설명 : 지인이랑 같이 묵을 것 같아 양도합니다. 12시까지 연락이 없으시면 제가 쓰려고합니다^^ 연락주시면 감사하겠습니다!^^",2024-09-12,2024-09-16,호텔,,0.0,기타,600000.0,,False,,,호텔,국내,,False
1003,중고나라,https://web.joongna.com/product/184671202,2024-10-10 11:31:55.968,"도미인 강남 호텔 양도(조식포함,9/15-9/16)",30,0,200000,"https://img2.joongna.com/media/original/2024/09/12/1726070222136uXQ_hVoGO.jpg?impolicy=resizeWatermark3&isSecret=false, https://img2.joongna.com/media/original/2024/09/12/1726070222136u91_0hNGE.jpg?impolicy=resizeWatermark3&isSecret=false",조식 포함 1박 가격입니다. (9월 15일 ~ 9월 16일) 연휴에 다른 일정이 생겨 양도합니다~,여행/숙박이용권,판매중,거여1동,,거여1동,"제목 : 도미인 강남 호텔 양도(조식포함,9/15-9/16), 상품 게시 시간 : 2024-10-10 11:31:55.968, 상세 설명 : 조식 포함 1박 가격입니다. (9월 15일 ~ 9월 16일) 연휴에 다른 일정이 생겨 양도합니다~",2024-09-15,2024-09-16,호텔,,0.0,기타,,조식 포함,False,,,호텔,국내,,False
1004,중고나라,https://web.joongna.com/product/183169223,2024-10-10 11:31:55.968,인투라온 정선 4성급 호텔 디럭스 3인권 2장,27,0,75000,https://img2.joongna.com/media/original/2024/09/01/1725165094617cxo_Regd6.jpg?impolicy=resizeWatermark3&isSecret=false,두장시 14 기본룸 아닙니다 3인룸 4성이라 비쌉니다 저렴히 가세여,여행/숙박이용권,판매중,,,,"제목 : 인투라온 정선 4성급 호텔 디럭스 3인권 2장, 상품 게시 시간 : 2024-10-10 11:31:55.968, 상세 설명 : 두장시 14 기본룸 아닙니다 3인룸 4성이라 비쌉니다 저렴히 가세여",,,디럭스,3.0,0.0,기타,0.0,"기본룸 아닙니다, 3인룸",False,,,호텔,국내,,False
1005,중고나라,https://web.joongna.com/product/184665564,2024-10-10 11:31:55.968,쉐라톤 홍콩 호텔 앤드 타워(10/13-10/16) 양도,19,1,700000,/cafe-article-data/live/2024/09/11/1076282770/1726065959741_000_cVYtn_main.jpeg?impolicy=DoubleWtmk&ftext={0},쉐라톤 홍콩 호텔 앤드 타워 10/13-10/16 양도 합니다. 같이 가려고 하던 일행이 못가서 객실 1개가 남아있습니다. 저 날에 홍콩 가시는 분은 연락주세여,여행/숙박이용권,판매중,,,,"제목 : 쉐라톤 홍콩 호텔 앤드 타워(10/13-10/16) 양도, 상품 게시 시간 : 2024-10-10 11:31:55.968, 상세 설명 : 쉐라톤 홍콩 호텔 앤드 타워 10/13-10/16 양도 합니다. 같이 가려고 하던 일행이 못가서 객실 1개가 남아있습니다. 저 날에 홍콩 가시는 분은 연락주세여",,,디럭스트윈,,0.0,기타,,,False,,,호텔,국내,,False
1006,중고나라,https://web.joongna.com/product/184644158,2024-10-10 11:31:55.968,제주우주항공호텔 9.13.~14.(2박),4,0,100000,/cafe-article-data/live/2024/09/11/1076257033/1726053410448_000_yLg16_main.jpg?impolicy=DoubleWtmk&ftext={0},"룸타입: 룸타입: 디럭스트윈 가격: 2박 100,000원 송금후 확정서 캡쳐 발송",여행/숙박이용권,판매중,,,,"제목 : 제주우주항공호텔 9.13.~14.(2박), 상품 게시 시간 : 2024-10-10 11:31:55.968, 상세 설명 : 룸타입: 룸타입: 디럭스트윈 가격: 2박 100,000원 송금후 확정서 캡쳐 발송",2024-10-13,2024-10-16,,,0.0,기타,,,False,,,호텔,외국,,False
1007,중고나라,https://web.joongna.com/product/184633810,2024-10-10 11:31:55.968,앰버서더 풀만호텔 숙박(조식포함)권 판매합니다.,9,0,390000,/cafe-article-data/live/2024/09/11/1076244743/1726047797318_000_atbxA_main.JPG?impolicy=DoubleWtmk&ftext={0},"One Night Stay at Superior Room With The King's Breakfast for 2PAX We hope you have a pleasant experience with us. 2024년 9월 19일 부터 2025년 3월 31일까지 사용 가능합니다. 사용 불가일 : 매주 토요일, 2024.12.24~25,31, 2025.01.01, 2025.01.28~30",여행/숙박이용권,판매중,,,,"제목 : 앰버서더 풀만호텔 숙박(조식포함)권 판매합니다., 상품 게시 시간 : 2024-10-10 11:31:55.968, 상세 설명 : One Night Stay at Superior Room With The King's Breakfast for 2PAX We hope you have a pleasant experience with us. 2024년 9월 19일 부터 2025년 3월 31일까지 사용 가능합니다. 사용 불가일 : 매주 토요일, 2024.12.24~25,31, 2025.01.01, 2025.01.28~30",2024-09-16,2024-09-17,스탠다드 트윈,,0.0,직거래,50000.0,,False,,,호텔,국내,,False
1008,중고나라,https://web.joongna.com/product/184633096,2024-10-10 11:31:55.968,제주 난타호텔,6,0,50000,https://img2.joongna.com/cafe-article-data/live/2024/09/11/1076243891/1726047418183_000_LOuRB_main.png?impolicy=resizeWatermark3&isSecret=false,제주 호텔난타 중복예약하여 1박 양도합니다 투숙일 9월16일 ~17일 룸타입은 스탠다드 트윈입니다 50000원에 양도합니다,여행/숙박이용권,판매중,,,,"제목 : 제주 난타호텔, 상품 게시 시간 : 2024-10-10 11:31:55.968, 상세 설명 : 제주 호텔난타 중복예약하여 1박 양도합니다 투숙일 9월16일 ~17일 룸타입은 스탠다드 트윈입니다 50000원에 양도합니다",2024-09-19,2025-03-31,Superior Room,2.0,0.0,기타,,조식 포함,False,,,호텔,국내,,False
1009,중고나라,https://web.joongna.com/product/184627532,2024-10-10 11:31:55.968,제주 난타호텔,10,0,65000,https://img2.joongna.com/cafe-article-data/live/2024/09/11/1076237056/1726044574044_000_6iLjS_main.png?isSecret=false&impolicy=resizeWatermark3,제주 호텔난타 중복예약하여 1박 양도합니다 투숙일 9월16일 ~17일 룸타입은 스탠다드 트윈입니다 65000원에 양도합니다,여행/숙박이용권,판매중,,,,"제목 : 제주 난타호텔, 상품 게시 시간 : 2024-10-10 11:31:55.968, 상세 설명 : 제주 호텔난타 중복예약하여 1박 양도합니다 투숙일 9월16일 ~17일 룸타입은 스탠다드 트윈입니다 65000원에 양도합니다",2024-09-16,2024-09-17,스탠다드 트윈,,0.0,기타,65000.0,,False,,,호텔,국내,,False
1010,중고나라,https://web.joongna.com/product/183265345,2024-10-10 11:31:55.968,인천그랜드하얏트 호텔 30시간+조식 1박 양도,31,0,370000,"https://img2.joongna.com/media/original/2024/09/02/1725233315753T5O_cT5Ys.jpg?isSecret=false&impolicy=resizeWatermark3, https://img2.joongna.com/media/original/2024/09/02/17252333157536iP_dcri6.jpg?impolicy=resizeWatermark3&isSecret=false, https://img2.joongna.com/media/original/2024/09/02/1725233315753zFz_pB5AV.jpg?impolicy=resizeWatermark3&isSecret=false","인천 그랜드 하얏트 30시간+조식 1박 양도합니다 (30시간숙박+조식+7일무료주차 = 정상가 70만원) ■ 룸타입 : 디럭스 웨스트타워 ■ 30시간 (오전 10시 체크인 - 오후 4시 체크아웃) ■ 뷔페 조식 무료 (어른2인+소인1인) ■ 주차 7일 무료(추석여행예정에 최고) ■ 어메니티 발망 ■ 수영장, 피트니스, 사우나 무제한 입장 ■일정 : 9월 16~17일 추석연휴 (변경은 문의주세요) ※설명 추석연휴 가족단위 여행을 생각중이시면 연휴 아침에 가서 체크인, 다음날 오전에 조식 드시고 4시에 체크아웃, 호텔셔틀 타고 공항 가시면 됩니다 요새 인천공항 주차장 만차라 주차 2시간 걸리는데 편하고 안전하게 호텔에 주차하고 다녀오세요! 채팅으로 문의 주세요 (신라호텔 스위트룸 투숙하게 되어 양도합니다)",여행/숙박이용권,판매중,,,,"제목 : 인천그랜드하얏트 호텔 30시간+조식 1박 양도, 상품 게시 시간 : 2024-10-10 11:31:55.968, 상세 설명 : 인천 그랜드 하얏트 30시간+조식 1박 양도합니다 (30시간숙박+조식+7일무료주차 = 정상가 70만원) ■ 룸타입 : 디럭스 웨스트타워 ■ 30시간 (오전 10시 체크인 - 오후 4시 체크아웃) ■ 뷔페 조식 무료 (어른2인+소인1인) ■ 주차 7일 무료(추석여행예정에 최고) ■ 어메니티 발망 ■ 수영장, 피트니스, 사우나 무제한 입장 ■일정 : 9월 16~17일 추석연휴 (변경은 문의주세요) ※설명 추석연휴 가족단위 여행을 생각중이시면 연휴 아침에 가서 체크인, 다음날 오전에 조식 드시고 4시에 체크아웃, 호텔셔틀 타고 공항 가시면 됩니다 요새 인천공항 주차장 만차라 주차 2시간 걸리는데 편하고 안전하게 호텔에 주차하고 다녀오세요! 채팅으로 문의 주세요 (신라호텔 스위트룸 투숙하게 되어 양도합니다)",,,원룸 스탠다드 더블룸 오션뷰,2.0,0.0,직거래,,"연박 가능, 하루 2방 예약 가능",True,,,호텔,국내,,False
1011,중고나라,https://web.joongna.com/product/184624397,2024-10-10 11:31:55.968,대명 델피노 소노캄 진도 쏠비치 호텔 리조트 9월14.15일,4,0,380000,https://img2.joongna.com/cafe-article-data/live/2024/09/11/1076233284/1726043038729_000_deQFZ_main.jpg?impolicy=resizeWatermark3&isSecret=false,9월14일 델피노 소노캄. 스위트 설악마운틴뷰 43만원 진도 패밀리 트윈 오션뷰 38만원 010.7720.5765,여행/숙박이용권,판매중,,,,"제목 : 대명 델피노 소노캄 진도 쏠비치 호텔 리조트 9월14.15일, 상품 게시 시간 : 2024-10-10 11:31:55.968, 상세 설명 : 9월14일 델피노 소노캄. 스위트 설악마운틴뷰 43만원 진도 패밀리 트윈 오션뷰 38만원 010.7720.5765",,,스위트,,0.0,기타,0.0,"설악마운틴뷰, 진도 패밀리 트윈 오션뷰",False,,,호텔,국내,,False
1012,중고나라,https://web.joongna.com/product/184605117,2024-10-10 11:31:55.968,양양 낙산 르부르 호텔 숙박권,27,0,120000,"/cafe-article-data/live/2024/09/11/1076210273/1726033869921_000_NkGuA_main.jpeg?impolicy=DoubleWtmk&ftext={0}, /cafe-article-data/live/2024/09/11/1076210273/1726033869921_001_oq2nR.jpeg?impolicy=DoubleWtmk&ftext={0}, /cafe-article-data/live/2024/09/11/1076210273/1726033869921_002_cigIp.jpeg?impolicy=DoubleWtmk&ftext={0}, /cafe-article-data/live/2024/09/11/1076210273/1726033869921_003_Hqktx.jpeg?impolicy=DoubleWtmk&ftext={0}","르부르 낙산 바이 체스터톤스 원룸 스탠다드 더블룸 오션뷰 2인룸 숙박권 2장. 장당 12만원. 연박&하루 2방 예약도 가능. 현재 9월 추석 연휴, 10월 첫째주말 연휴는 만실로 예약 불가, 나머지 주말은 예약 가능하다고 예약실과 통화확인. 예약실에 직접 전화하셔서 날짜 원하시는대로 잡으시면 됩니다. 방이 남아있어야 전화예약 가능하니 빨리 연락하는 순서입니다. 9월까지 옥상 인피니티풀 무료사용 낙산해수욕장 바로 앞. 도보 이동 완공된지 1년도 되지 않아 전체적으로 깨끗한 건물 자세한 룸 내부는 홈페이지에서 확인하세요 https://chestertons-lebleunaksan.co.kr/rooms/0/detail/2",여행/숙박이용권,판매중,,,,"제목 : 양양 낙산 르부르 호텔 숙박권, 상품 게시 시간 : 2024-10-10 11:31:55.968, 상세 설명 : 르부르 낙산 바이 체스터톤스 원룸 스탠다드 더블룸 오션뷰 2인룸 숙박권 2장. 장당 12만원. 연박&하루 2방 예약도 가능. 현재 9월 추석 연휴, 10월 첫째주말 연휴는 만실로 예약 불가, 나머지 주말은 예약 가능하다고 예약실과 통화확인. 예약실에 직접 전화하셔서 날짜 원하시는대로 잡으시면 됩니다. 방이 남아있어야 전화예약 가능하니 빨리 연락하는 순서입니다. 9월까지 옥상 인피니티풀 무료사용 낙산해수욕장 바로 앞. 도보 이동 완공된지 1년도 되지 않아 전체적으로 깨끗한 건물 자세한 룸 내부는 홈페이지에서 확인하세요 https://chestertons-lebleunaksan.co.kr/rooms/0/detail/2",,,디럭스 웨스트타워,,0.0,기타,700000.0,"뷔페 조식 무료, 주차 7일 무료, 어메니티 발망, 수영장, 피트니스, 사우나 무제한 입장",True,10:00,16:00,호텔,국내,추석연휴,False
1013,중고나라,https://web.joongna.com/product/184592552,2024-10-10 11:31:55.968,(급)(9.13~16) YEHS 호텔 시드니 하버 스위트 양도합니다.,20,0,300000,https://img2.joongna.com/cafe-article-data/live/2024/09/11/1076195758/1726028260761_000_sXmFP_main.jpeg?impolicy=resizeWatermark3&isSecret=false,"(급)(9.13~16) YEHS 호텔 시드니 하버 스위트 양도합니다. 안녕하세요 마음이 급하여 긴급히 올립니다ㅜㅜ 아고다에서 결제한 호텔 양도합니다ㅜㅜ 일정이 바뀌었는데 깜빡하고 취소하지 않은 호텔입니다. 정말 저렴하게 양도하려고 합니다. 위치 정말 좋은 호텡입니다.. 문의주세요, (현재 구할 수 없는 룸타입입니다.) 가격 : 50만원(구매금액) → 30만원 호텔명 : YEHS 호텔 시드니 하버 스위트 룸타입 : 퀸룸 일정 : 9월 13일 ~ 16일 (3박4일) 인원 : 성인 2명 연락처 : 010-4252-36구육",여행/숙박이용권,판매중,,,,"제목 : (급)(9.13~16) YEHS 호텔 시드니 하버 스위트 양도합니다., 상품 게시 시간 : 2024-10-10 11:31:55.968, 상세 설명 : (급)(9.13~16) YEHS 호텔 시드니 하버 스위트 양도합니다. 안녕하세요 마음이 급하여 긴급히 올립니다ㅜㅜ 아고다에서 결제한 호텔 양도합니다ㅜㅜ 일정이 바뀌었는데 깜빡하고 취소하지 않은 호텔입니다. 정말 저렴하게 양도하려고 합니다. 위치 정말 좋은 호텡입니다.. 문의주세요, (현재 구할 수 없는 룸타입입니다.) 가격 : 50만원(구매금액) → 30만원 호텔명 : YEHS 호텔 시드니 하버 스위트 룸타입 : 퀸룸 일정 : 9월 13일 ~ 16일 (3박4일) 인원 : 성인 2명 연락처 : 010-4252-36구육",2024-09-13,2024-09-16,,2.0,0.0,기타,500000.0,,False,,,호텔,국내,,False
1014,중고나라,https://web.joongna.com/product/184566924,2024-10-10 11:31:55.968,부산숙소/광안리숙소 광안리 바로 앞 10월4일 (금) ~ 10월5일(토) 호텔 판매합니다,63,2,45000,https://img2.joongna.com/cafe-article-data/live/2024/09/11/1076166636/1726017752166_000_1Gjcs_main.png?impolicy=resizeWatermark3&isSecret=false,"여행이 취소되어서 숙소 판매합니다. 여기어때에서 6만3천원에 결제하였고 지금은 11만원에 판매하네요 주차도 가능하고 광안리 해변 앞이에요 ㅎㅎ위치적으로 최고.. 45,000원 판매합니다",여행/숙박이용권,판매중,,,,"제목 : 부산숙소/광안리숙소 광안리 바로 앞 10월4일 (금) ~ 10월5일(토) 호텔 판매합니다, 상품 게시 시간 : 2024-10-10 11:31:55.968, 상세 설명 : 여행이 취소되어서 숙소 판매합니다. 여기어때에서 6만3천원에 결제하였고 지금은 11만원에 판매하네요 주차도 가능하고 광안리 해변 앞이에요 ㅎㅎ위치적으로 최고.. 45,000원 판매합니다",,,트윈,,0.0,기타,,,False,,,리조트,국내,,False
1015,중고나라,https://web.joongna.com/product/184558681,2024-10-10 11:31:55.968,용산 그랜드 머큐어 호텔 수페리어 스위트,16,0,530000,"https://img2.joongna.com/media/original/2024/09/11/1726014144599qdl_QzZle.jpg?impolicy=resizeWatermark3&isSecret=false, https://img2.joongna.com/media/original/2024/09/11/1726014144599GnK_nJVd7.jpg?impolicy=resizeWatermark3&isSecret=false, https://img2.joongna.com/media/original/2024/09/11/1726014264128VQ4_3g1oi.jpg?impolicy=resizeWatermark3&isSecret=false","용산 그랜드 머큐어 수페리어 스위트 1박 주말 예약해드려요.. 주니어 스위트아니고 수페리어 스위트이고 최고급 수영장이랑 사우나 무료 레지던스 스타일에 세탁기랑 오븐+전자레인지 있고.. 음식 조리가능해요 숙박이랑 조식2명은 53만원 숙박이랑 조식2명, 뷔페 50프로할인권(두명 이면 한명 무료) 65만원 문의주세요~ 010-4815-1882",여행/숙박이용권,판매중,면목3동8동,,면목3동8동,"제목 : 용산 그랜드 머큐어 호텔 수페리어 스위트, 상품 게시 시간 : 2024-10-10 11:31:55.968, 상세 설명 : 용산 그랜드 머큐어 수페리어 스위트 1박 주말 예약해드려요.. 주니어 스위트아니고 수페리어 스위트이고 최고급 수영장이랑 사우나 무료 레지던스 스타일에 세탁기랑 오븐+전자레인지 있고.. 음식 조리가능해요 숙박이랑 조식2명은 53만원 숙박이랑 조식2명, 뷔페 50프로할인권(두명 이면 한명 무료) 65만원 문의주세요~ 010-4815-1882",,,,,0.0,직거래,110000.0,,True,,,호텔,국내,,False
1016,중고나라,https://web.joongna.com/product/184553849,2024-10-10 11:31:55.968,9월13일 하이원리조트 (강원랜드)그랜드호텔 메인타워 트윈 있습니다,7,0,110000,/cafe-article-data/live/2024/09/11/1076151938/1726011804535_000_pzUur_main.jpg?impolicy=DoubleWtmk&ftext={0},9월13일 하이원리조트 그랜드호텔 메인타워 트윈 11만원 9월13일 하이원리조트 마운틴35평 10만원 렌탈샵입니다 010-9049-8287 연락주세요,여행/숙박이용권,판매중,,,,"제목 : 9월13일 하이원리조트 (강원랜드)그랜드호텔 메인타워 트윈 있습니다, 상품 게시 시간 : 2024-10-10 11:31:55.968, 상세 설명 : 9월13일 하이원리조트 그랜드호텔 메인타워 트윈 11만원 9월13일 하이원리조트 마운틴35평 10만원 렌탈샵입니다 010-9049-8287 연락주세요",,,수페리어 스위트,2.0,0.0,기타,0.0,"무료 레지던스 스타일, 세탁기, 오븐, 전자레인지, 수영장, 사우나, 음식 조리 가능",False,,,호텔,국내,,False
1017,중고나라,https://web.joongna.com/product/184549205,2024-10-10 11:31:55.968,추석 연휴 서울 호텔 숙박 양도 (9/13-9/19),29,0,220000,https://img2.joongna.com/cafe-article-data/live/2024/09/11/1076146446/1726008731192_000_ADmqk_main.JPG?impolicy=resizeWatermark3&isSecret=false,추석 연휴 서울 호텔 숙박 양도합니다. 일자: 1. 9/13(금)-14(토) 2. 9/14(토)-15(일) 3. 9/15(일)-16(월) 4. 9/16(월)-17(화) 5. 9/17(화)-18(수) 연박 가능 호텔: —— 4성 A. 포포인츠 명동 B. 알로프트 명동 C. 포포인츠 서울역 D. 코트야드 남대문 ——5성 E. 그랜드 하얏트 서울 F. 파크 하얏트 서울 G. 조선 팰리스 서울 강남 H. JW 메리어트 서울 I. 플라자 서울 J. 메리어트 아파트먼트 여의도 객실 및 금액: - A. 슈페리어 = 23만 - A. 디럭스 = 30만 - B. 게스트룸 킹 = 26만 - B. 브릿지스위트 = 36만 - C. 게스트룸 고층 = 22만 - C. 디럭스 코너 = 33만 - D. 프리미어 게스트룸 = 30만 (조식 O) - E. 킹/트윈 = 40만 (조식 +2만) - E. 클럽 라운지 = 72만 (조식 +2만) - F. 킹/트윈 = 50만 - F. 디럭스 = 57만 - F. 파크 스위트 = 83만 - G. 스테이트 = 54만 - G. 마스터스 = 58만 - H. 게스트룸 = 40만 - H. 이그제큐티브 = 56만 (라운지 O) - I. 디럭스 게스트룸 = 27만 - I. 클럽 게스트룸 = 50만 (라운지 O) - J. 스튜디오 스위트 = 35만 - J. 1베드룸 스위트 = 38만 - J. 1베드룸 이그제큐티브 스위트 = 4...,여행/숙박이용권,판매중,,,,"제목 : 추석 연휴 서울 호텔 숙박 양도 (9/13-9/19), 상품 게시 시간 : 2024-10-10 11:31:55.968, 상세 설명 : 추석 연휴 서울 호텔 숙박 양도합니다. 일자: 1. 9/13(금)-14(토) 2. 9/14(토)-15(일) 3. 9/15(일)-16(월) 4. 9/16(월)-17(화) 5. 9/17(화)-18(수) 연박 가능 호텔: —— 4성 A. 포포인츠 명동 B. 알로프트 명동 C. 포포인츠 서울역 D. 코트야드 남대문 ——5성 E. 그랜드 하얏트 서울 F. 파크 하얏트 서울 G. 조선 팰리스 서울 강남 H. JW 메리어트 서울 I. 플라자 서울 J. 메리어트 아파트먼트 여의도 객실 및 금액: - A. 슈페리어 = 23만 - A. 디럭스 = 30만 - B. 게스트룸 킹 = 26만 - B. 브릿지스위트 = 36만 - C. 게스트룸 고층 = 22만 - C. 디럭스 코너 = 33만 - D. 프리미어 게스트룸 = 30만 (조식 O) - E. 킹/트윈 = 40만 (조식 +2만) - E. 클럽 라운지 = 72만 (조식 +2만) - F. 킹/트윈 = 50만 - F. 디럭스 = 57만 - F. 파크 스위트 = 83만 - G. 스테이트 = 54만 - G. 마스터스 = 58만 - H. 게스트룸 = 40만 - H. 이그제큐티브 = 56만 (라운지 O) - I. 디럭스 게스트룸 = 27만 - I. 클럽 게스트룸 = 50만 (라운지 O) - J. 스튜디오 스위트 = 35만 - J. 1베드룸 스위트 = 38만 - J. 1베드룸 이그제큐티브 스위트 = 4...",2024-09-13,2024-09-19,스테이트,,0.0,기타,540000.0,조식,False,,,호텔,국내,,False
1018,중고나라,https://web.joongna.com/product/184530872,2024-10-10 11:31:55.968,9/15-16 홍콩 리젠트 호텔 하버뷰 숙박 양도합니다. (날짜 변경 가능),15,0,580000,/cafe-article-data/live/2024/09/11/1076124557/1725981710037_000_jNoXB_main.png?impolicy=DoubleWtmk&ftext={0},"안녕하세요. 9월 15일(일) - 16일(월) 1박 홍콩 리젠트 호텔 하버뷰 홍콩 여행 일정이 취소될 것 같아 양도글 올립니다. 네이버에 '홍콩 리젠트 호텔 하버뷰' 검색하면 많은 블로그 글이 나옵니다. 일반 객실보다 하버뷰가 20만원 정도 더 비싼데, 그만큼 방에서 보는 하버뷰가 너무 예뻐서 추가금을 내가 예약을 하였습니다. 현재 아고다에서 최저가가 894,950원에 나오고 있습니다. 58만원에 양도하려 합니다. 연락주세요~ :)",여행/숙박이용권,판매중,,,,"제목 : 9/15-16 홍콩 리젠트 호텔 하버뷰 숙박 양도합니다. (날짜 변경 가능), 상품 게시 시간 : 2024-10-10 11:31:55.968, 상세 설명 : 안녕하세요. 9월 15일(일) - 16일(월) 1박 홍콩 리젠트 호텔 하버뷰 홍콩 여행 일정이 취소될 것 같아 양도글 올립니다. 네이버에 '홍콩 리젠트 호텔 하버뷰' 검색하면 많은 블로그 글이 나옵니다. 일반 객실보다 하버뷰가 20만원 정도 더 비싼데, 그만큼 방에서 보는 하버뷰가 너무 예뻐서 추가금을 내가 예약을 하였습니다. 현재 아고다에서 최저가가 894,950원에 나오고 있습니다. 58만원에 양도하려 합니다. 연락주세요~ :)",,,,,0.0,기타,580000.0,,False,,,호텔,외국,,False
1019,중고나라,https://web.joongna.com/product/184497013,2024-10-10 11:31:55.968,대명 삼척 양양 진도 쏠비치 리조트 호텔 9월14.15.16일10월3.4.5일,8,0,280000,https://img2.joongna.com/cafe-article-data/live/2024/09/10/1076083516/1725963000212_000_pzVBs_main.jpg?impolicy=resizeWatermark3&isSecret=false,9월14.16일 진도 삼척 양양 패밀리 32만원 스위트 40만원 15일 문의 10월3.4.5일 양양 실버 스위트 오션스위트 양실바다 48만원 삼척 패밀리 트윈 부분오션뷰 28만원 진도 스위트 45만원 010.7720.5765,여행/숙박이용권,판매중,,,,"제목 : 대명 삼척 양양 진도 쏠비치 리조트 호텔 9월14.15.16일10월3.4.5일, 상품 게시 시간 : 2024-10-10 11:31:55.968, 상세 설명 : 9월14.16일 진도 삼척 양양 패밀리 32만원 스위트 40만원 15일 문의 10월3.4.5일 양양 실버 스위트 오션스위트 양실바다 48만원 삼척 패밀리 트윈 부분오션뷰 28만원 진도 스위트 45만원 010.7720.5765",,,호텔,,0.0,기타,,,False,,,리조트,국내,,False
